,formula,A,B,known,vA,vB,rA,rB,lattice,Hf,stability,muB,vol,gap,Ev,dR,dV,EnegA,EnegB,dEneg,gA,gB,pA,pB,Goldschmidt
3699,RhReO3,Rh,Re,False,3.0,3.0,0.67,0.63,cubic,-0.703,0.817,0.37,11.608,0.0,3.064,0.040000000000000036,0.0,2.28,1.9,0.3799999999999999,9.0,7.0,5,6,0.7220720040688025
3700,Rh2O3,Rh,Rh,False,3.0,3.0,0.67,0.67,cubic,-0.004,0.93,0.762,11.681,0.0,0.096,0.0,0.0,2.28,2.28,0.0,9.0,9.0,5,5,0.7071067811865476
3701,RhRuO3,Rh,Ru,False,3.0,3.0,0.67,0.68,cubic,-0.271,0.801,0.312,11.438,0.0,1.431,-0.010000000000000009,0.0,2.28,2.2,0.07999999999999963,9.0,8.0,5,5,0.7034619008711529
3702,RhSbO3,Rh,Sb,False,1.0,5.0,0.67,0.6,cubic,-0.553,0.75,0.449,12.63,0.0,1.186,0.07000000000000006,-4.0,2.28,2.05,0.22999999999999998,9.0,15.0,5,5,0.7337183267150736
3703,RhScO3,Rh,Sc,False,3.0,3.0,0.67,0.75,cubic,-1.273,1.098,0.8,12.974,0.0,,-0.07999999999999996,0.0,2.28,1.36,0.9199999999999997,9.0,3.0,5,4,0.678963227706486
3704,RhSiO3,Rh,Si,False,,,0.61,0.4,cubic,-1.323,0.833,0.598,9.094,0.0,2.501,0.20999999999999996,,2.28,1.9,0.3799999999999999,9.0,14.0,5,3,0.7965600486860505
3705,RhSmO3,Rh,Sm,False,3.0,3.0,0.67,0.96,cubic,-0.862,1.509,0.808,16.907,0.0,-6.45,-0.2899999999999999,0.0,2.28,1.17,1.1099999999999999,9.0,,5,6,0.6147369764369536
3706,RhSnO3,Rh,Sn,False,,,0.61,0.69,cubic,-0.612,0.872,0.6,12.916,0.0,-0.889,-0.07999999999999996,,2.28,1.96,0.31999999999999984,9.0,14.0,5,5,0.6780972722147917
3707,RhSrO3,Rh,Sr,False,,,0.61,1.18,rhombohedral,-1.56,0.296,0.2,15.873,0.0,-10.669,-0.57,,2.28,0.95,1.3299999999999998,9.0,2.0,5,5,0.5419220003355918
3708,RhTaO3,Rh,Ta,False,1.0,5.0,0.67,0.64,cubic,-1.699,0.648,0.4,12.425,0.0,4.232,0.030000000000000027,-4.0,2.28,1.5,0.7799999999999998,9.0,5.0,5,6,0.7182716251000194
3709,RhTbO3,Rh,Tb,False,3.0,3.0,0.67,0.92,cubic,-0.863,1.421,0.799,16.037,0.0,-5.957,-0.25,0.0,2.28,1.2,1.0799999999999998,9.0,,5,6,0.6260165539862553
3710,RhTcO3,Rh,Tc,False,,,0.61,0.6,cubic,-0.653,0.678,0.366,11.526,0.0,2.708,0.010000000000000009,,2.28,1.9,0.3799999999999999,9.0,7.0,5,5,0.7109084305477656
3711,RhTeO3,Rh,Te,False,,,0.61,0.77,cubic,-0.224,0.867,0.448,13.509,0.0,0.556,-0.16000000000000003,,2.28,2.1,0.17999999999999972,9.0,16.0,5,5,0.6513742270043565
3712,RhThO3,Rh,Th,False,,,0.61,0.94,cubic,-1.555,1.298,0.599,18.402,0.0,-2.589,-0.32999999999999996,,2.28,1.3,0.9799999999999998,9.0,,5,7,0.6010407640085653
3713,RhTiO3,Rh,Ti,False,3.0,3.0,0.67,0.67,cubic,-1.562,0.695,0.6,11.375,0.0,0.396,0.0,0.0,2.28,1.54,0.7399999999999998,9.0,4.0,5,4,0.7071067811865476
3714,RhTlO3,Rh,Tl,False,3.0,3.0,0.67,0.89,orthorhombic,-0.616,0.353,0.001,12.748,0.0,-7.142,-0.21999999999999997,0.0,2.28,2.04,0.23999999999999977,9.0,13.0,5,6,0.6347516686930403
3715,RhTmO3,Rh,Tm,False,3.0,3.0,0.67,0.88,cubic,-1.14,1.292,0.802,15.091,0.0,-5.247,-0.20999999999999996,0.0,2.28,1.25,1.0299999999999998,9.0,,5,6,0.6377177979859984
3716,RhUO3,Rh,U,False,1.0,5.0,0.67,0.76,cubic,-1.826,0.777,0.2,15.838,0.0,1.61,-0.08999999999999997,-4.0,2.28,1.38,0.8999999999999999,9.0,,5,7,0.6756020236089291
3717,RhVO3,Rh,V,False,3.0,3.0,0.67,0.64,cubic,-1.122,0.692,0.576,10.648,0.0,0.276,0.030000000000000027,0.0,2.28,1.63,0.6499999999999999,9.0,5.0,5,4,0.7182716251000194
3718,RhWO3,Rh,W,False,3.0,3.0,0.67,0.66,cubic,-1.155,0.802,0.365,11.861,0.0,4.107,0.010000000000000009,0.0,2.28,2.36,-0.08000000000000007,9.0,6.0,5,6,0.7107896290052275
3719,RhYO3,Rh,Y,False,3.0,3.0,0.67,0.9,cubic,-1.003,1.368,0.804,15.99,0.0,-5.775,-0.22999999999999998,0.0,2.28,1.22,1.0599999999999998,9.0,3.0,5,5,0.6318130035602022
3720,RhYbO3,Rh,Yb,False,3.0,3.0,0.67,0.87,orthorhombic,-1.754,0.36,0.0,12.146,0.0,-8.752,-0.19999999999999996,0.0,2.28,1.1,1.1799999999999997,9.0,,5,6,0.6407117782582332
3721,RhZnO3,Rh,Zn,False,,,0.61,0.74,cubic,-0.016,1.266,0.862,11.062,0.0,-5.935,-0.13,,2.28,1.65,0.6299999999999999,9.0,12.0,5,4,0.6611448404094219
3722,RhZrO3,Rh,Zr,False,3.0,3.0,0.67,0.72,cubic,-1.599,0.892,0.6,13.927,0.0,-0.656,-0.04999999999999993,0.0,2.28,1.33,0.9499999999999997,9.0,4.0,5,5,0.6892505493384025
3723,RuAcO3,Ru,Ac,False,,,0.62,1.12,rhombohedral,-1.999,0.361,0.2,15.776,0.0,-7.459,-0.5000000000000001,,2.2,1.1,1.1,8.0,3.0,5,7,0.5585549363994576
3724,RuAgO3,Ru,Ag,False,5.0,1.0,0.57,1.15,orthorhombic,-0.656,0.209,-0.001,12.837,0.0,-7.277,-0.58,4.0,2.2,1.93,0.27000000000000024,8.0,11.0,5,5,0.536931705216341
3725,RuAlO3,Ru,Al,False,,,0.62,0.54,cubic,-1.337,0.865,0.966,9.913,0.0,-0.789,0.07999999999999996,,2.2,1.61,0.5900000000000001,8.0,13.0,5,3,0.7385337492392828
3726,RuAsO3,Ru,As,False,,,0.62,0.52,cubic,-0.26,1.033,0.763,11.264,0.0,0.531,0.09999999999999998,,2.2,2.18,0.020000000000000018,8.0,15.0,5,4,0.7468318812532074
3727,RuAuO3,Ru,Au,False,,,0.62,0.93,cubic,0.605,1.458,0.887,13.136,0.0,-1.34,-0.31000000000000005,,2.2,2.54,-0.33999999999999986,8.0,11.0,5,6,0.6070140404706434
3728,RuBO3,Ru,B,False,3.0,3.0,0.68,0.27,cubic,-0.446,1.435,0.048,7.562,0.0,-0.679,0.41000000000000003,0.0,2.2,2.04,0.16000000000000014,8.0,13.0,5,2,0.8965929120927465
3729,RuBaO3,Ru,Ba,False,,,0.62,1.35,rhombohedral,-1.763,0.261,0.4,18.194,0.747,-12.327,-0.7300000000000001,,2.2,0.89,1.31,8.0,2.0,5,6,0.5093336201650226
3730,RuBeO3,Ru,Be,False,,,0.62,0.45,cubic,-0.824,1.122,0.009,7.853,0.0,-3.317,0.16999999999999998,,2.2,1.57,0.6300000000000001,8.0,2.0,5,2,0.7774039465676662
3731,RuBiO3,Ru,Bi,False,,,0.62,0.9,cubic,-0.047,1.267,0.722,15.027,0.0,-0.245,-0.28,,2.2,2.02,0.18000000000000016,8.0,15.0,5,6,0.6154447910327357
3732,RuCaO3,Ru,Ca,False,,,0.62,1.0,rhombohedral,-1.775,0.297,0.4,14.292,0.0,,-0.38,,2.2,1.0,1.2000000000000002,8.0,2.0,5,4,0.5882127206330572
3733,RuCdO3,Ru,Cd,False,,,0.62,0.95,cubic,0.421,1.675,0.958,13.612,0.0,-8.463,-0.32999999999999996,,2.2,1.69,0.5100000000000002,8.0,12.0,5,5,0.6015207007378774
3734,RuCeO3,Ru,Ce,False,2.0,4.0,0.68,0.87,orthorhombic,-1.915,0.415,0.002,14.222,0.0,-7.543,-0.18999999999999995,-2.0,2.2,1.12,1.08,8.0,,5,6,0.6440315284046488
3735,RuCoO3,Ru,Co,False,2.0,4.0,0.68,0.53,cubic,-0.204,1.056,0.945,9.821,0.0,-2.148,0.15000000000000002,-2.0,2.2,1.88,0.3200000000000003,8.0,9.0,5,4,0.7663615393865374
3736,RuCrO3,Ru,Cr,False,2.0,4.0,0.68,0.55,cubic,-0.791,1.02,1.344,10.888,0.0,-0.858,0.13,-2.0,2.2,1.66,0.5400000000000003,8.0,6.0,5,4,0.7578934560783989
3737,RuCsO3,Ru,Cs,False,,,0.62,1.67,orthorhombic,-1.331,0.089,0.068,18.801,0.0,,-1.0499999999999998,,2.2,0.79,1.4100000000000001,8.0,1.0,5,6,0.4537067401469998
3738,RuCuO3,Ru,Cu,False,5.0,1.0,0.57,0.77,cubic,0.071,1.154,0.994,10.235,0.0,-4.047,-0.20000000000000007,4.0,2.2,1.9,0.30000000000000027,8.0,11.0,5,4,0.6374410884588088
3739,RuDyO3,Ru,Dy,False,,,0.62,0.99,cubic,-0.98,1.515,0.996,15.607,0.0,-6.081,-0.37,,2.2,1.22,0.9800000000000002,8.0,,5,6,0.5908269993914262
3740,RuErO3,Ru,Er,False,,,0.62,0.89,cubic,-1.052,1.466,1.0,15.157,0.0,-5.684,-0.27,,2.2,1.24,0.9600000000000002,8.0,,5,6,0.6183073249445159
3741,RuEuO3,Ru,Eu,False,,,0.62,1.06,rhombohedral,-1.91,0.35,0.4,14.555,0.235,-10.44,-0.44000000000000006,,2.2,1.2,1.0000000000000002,8.0,,5,6,0.5730003226856504
3742,RuFeO3,Ru,Fe,False,2.0,4.0,0.68,0.59,cubic,-0.434,0.967,1.763,10.889,0.0,-2.602,0.09000000000000008,-2.0,2.2,1.83,0.3700000000000001,8.0,8.0,5,4,0.7415065705415687
3743,RuGaO3,Ru,Ga,False,,,0.62,0.62,cubic,-0.58,1.04,0.999,11.016,0.0,-2.497,0.0,,2.2,1.81,0.3900000000000001,8.0,13.0,5,4,0.7071067811865475
3744,RuGdO3,Ru,Gd,False,,,0.62,0.94,cubic,-0.9,1.583,1.0,16.101,0.0,-6.474,-0.31999999999999995,,2.2,1.2,1.0000000000000002,8.0,,5,6,0.6042548857412314
3745,RuGeO3,Ru,Ge,False,2.0,4.0,0.68,0.53,cubic,-0.637,0.876,0.803,10.506,0.0,0.465,0.15000000000000002,-2.0,2.2,2.01,0.1900000000000004,8.0,14.0,5,4,0.7663615393865374
3746,RuHfO3,Ru,Hf,False,2.0,4.0,0.68,0.71,cubic,-1.737,0.946,0.798,13.366,0.0,0.708,-0.029999999999999916,-2.0,2.2,1.3,0.9000000000000001,8.0,4.0,5,6,0.6963386576151788
3747,RuHgO3,Ru,Hg,False,,,0.62,1.11,cubic,0.735,1.676,0.892,14.188,0.0,-8.577,-0.4900000000000001,,2.2,2.0,0.20000000000000018,8.0,12.0,5,6,0.5609117082829996
3748,RuHoO3,Ru,Ho,False,,,0.62,0.9,cubic,-1.017,1.49,0.999,15.378,0.0,-5.882,-0.28,,2.2,1.23,0.9700000000000002,8.0,,5,6,0.6154447910327357
3749,RuInO3,Ru,In,False,,,0.62,0.8,cubic,-0.142,1.35,1.001,13.767,0.0,-5.231,-0.18000000000000005,,2.2,1.78,0.42000000000000015,8.0,13.0,5,5,0.6453207517624802
3750,RuIrO3,Ru,Ir,False,2.0,4.0,0.68,0.63,cubic,0.074,1.153,0.804,11.822,0.0,,0.050000000000000044,-2.0,2.2,2.2,0.0,8.0,9.0,5,6,0.7258133097893661
3751,RuKO3,Ru,K,False,5.0,1.0,0.57,1.38,orthorhombic,-1.187,0.265,0.2,18.927,0.273,-7.311,-0.8099999999999999,4.0,2.2,0.82,1.3800000000000003,8.0,1.0,5,4,0.4901535642315841
3752,RuLaO3,Ru,La,False,,,0.62,1.03,orthorhombic,-2.034,0.401,0.004,14.14,0.0,-7.236,-0.41000000000000003,,2.2,1.1,1.1,8.0,3.0,5,6,0.5805068771313141
3753,RuLiO3,Ru,Li,False,5.0,1.0,0.57,0.76,orthorhombic,-1.264,0.231,0.039,9.005,0.0,-6.885,-0.19000000000000006,4.0,2.2,0.98,1.2200000000000002,8.0,1.0,5,2,0.6405967374115752
3754,RuLuO3,Ru,Lu,False,,,0.62,0.86,cubic,-1.162,1.389,0.998,14.528,0.0,-5.051,-0.24,,2.2,1.27,0.9300000000000002,8.0,,5,6,0.6270569569012778
3755,RuMgO3,Ru,Mg,False,,,0.62,0.72,cubic,-0.517,1.421,0.572,10.568,0.0,-6.266,-0.09999999999999998,,2.2,1.31,0.8900000000000001,8.0,2.0,5,3,0.6713943174902572
3756,RuMnO3,Ru,Mn,False,2.0,4.0,0.68,0.53,cubic,-0.63,0.97,1.577,10.73,0.0,-1.922,0.15000000000000002,-2.0,2.2,1.55,0.6500000000000001,8.0,7.0,5,4,0.7663615393865374
3757,RuMoO3,Ru,Mo,False,2.0,4.0,0.68,0.65,cubic,-0.9,0.83,0.624,11.961,0.0,3.405,0.030000000000000027,-2.0,2.2,2.16,0.040000000000000036,8.0,6.0,5,5,0.7182131704198439
3758,RuNaO3,Ru,Na,False,5.0,1.0,0.57,1.02,orthorhombic,-1.203,0.259,0.001,12.535,0.0,-13.44,-0.45000000000000007,4.0,2.2,0.93,1.27,8.0,1.0,5,3,0.5675462322681499
3759,RuNbO3,Ru,Nb,False,2.0,4.0,0.68,0.68,cubic,-1.319,0.853,0.613,12.729,0.0,3.675,0.0,-2.0,2.2,1.6,0.6000000000000001,8.0,5.0,5,5,0.7071067811865475
3760,RuNdO3,Ru,Nd,False,,,0.62,0.98,cubic,-0.707,1.674,1.0,17.444,0.0,-7.213,-0.36,,2.2,1.14,1.0600000000000003,8.0,,5,6,0.5934646199244237
3761,RuNiO3,Ru,Ni,False,2.0,4.0,0.68,0.48,cubic,-0.048,1.208,1.157,9.724,0.0,-3.858,0.20000000000000007,-2.0,2.2,1.91,0.29000000000000026,8.0,10.0,5,4,0.7883834227022426
3762,RuNpO3,Ru,Np,False,,,0.62,0.86,cubic,-1.255,1.352,1.293,19.101,0.0,-1.629,-0.24,,2.2,1.36,0.8400000000000001,8.0,,5,7,0.6270569569012778
3763,RuOsO3,Ru,Os,False,,,0.62,0.57,cubic,-0.168,0.94,0.575,11.653,0.0,1.504,0.050000000000000044,,2.2,2.2,0.0,8.0,8.0,5,6,0.7264266385960159
3764,RuPaO3,Ru,Pa,False,,,0.62,0.91,cubic,-1.439,0.8,0.616,16.508,0.0,1.936,-0.29000000000000004,,2.2,1.5,0.7000000000000002,8.0,,5,7,0.6126086399219859
3765,RuPbO3,Ru,Pb,False,2.0,4.0,0.68,0.78,rhombohedral,-0.941,0.347,0.4,15.822,0.216,,-0.09999999999999998,-2.0,2.2,2.33,-0.1299999999999999,8.0,14.0,5,6,0.6724446840695598
3766,RuPdO3,Ru,Pd,False,2.0,4.0,0.68,0.62,cubic,0.264,1.283,0.963,12.053,0.0,-0.891,0.06000000000000005,-2.0,2.2,2.2,0.0,8.0,10.0,5,5,0.7296740188839905
3767,RuPmO3,Ru,Pm,False,,,0.62,0.97,cubic,-0.764,1.644,0.999,16.993,0.0,-7.02,-0.35,,2.2,1.13,1.0700000000000003,8.0,,5,6,0.5961258962469548
3768,RuPrO3,Ru,Pr,False,2.0,4.0,0.68,0.85,cubic,-0.655,1.737,1.001,17.87,0.0,-7.374,-0.16999999999999993,-2.0,2.2,1.13,1.0700000000000003,8.0,,5,6,0.6501360926549299
3769,RuPtO3,Ru,Pt,False,,,0.62,0.67,cubic,0.296,1.293,0.923,12.332,0.0,-0.609,-0.050000000000000044,,2.2,2.28,-0.07999999999999963,8.0,10.0,5,6,0.6887879526583985
3770,RuPuO3,Ru,Pu,False,,,0.62,0.83,cubic,-1.218,1.168,1.476,15.901,0.0,-2.482,-0.20999999999999996,,2.2,1.28,0.9200000000000002,8.0,,5,7,0.6360577744644542
3771,RuRbO3,Ru,Rb,False,5.0,1.0,0.57,1.52,orthorhombic,-1.33,0.124,0.129,17.622,0.0,-5.944,-0.9500000000000001,4.0,2.2,0.82,1.3800000000000003,8.0,1.0,5,5,0.46546957178826687
3772,RuReO3,Ru,Re,False,2.0,4.0,0.68,0.63,cubic,-0.559,0.962,0.611,11.763,0.0,2.343,0.050000000000000044,-2.0,2.2,1.9,0.30000000000000027,8.0,7.0,5,6,0.7258133097893661
3773,RuRhO3,Ru,Rh,False,2.0,4.0,0.68,0.6,cubic,0.036,1.108,0.882,11.671,0.0,-0.138,0.08000000000000007,-2.0,2.2,2.28,-0.07999999999999963,8.0,9.0,5,5,0.7375199760762915
3774,Ru2O3,Ru,Ru,False,,,0.62,0.62,cubic,-0.194,0.946,0.569,11.565,0.0,1.381,0.0,,2.2,2.2,0.0,8.0,8.0,5,5,0.7071067811865475
3775,RuSbO3,Ru,Sb,False,2.0,4.0,0.68,0.68,cubic,-0.406,0.965,0.682,12.925,0.0,0.985,0.0,-2.0,2.2,2.05,0.15000000000000036,8.0,15.0,5,5,0.7071067811865475
3776,RuScO3,Ru,Sc,False,,,0.62,0.75,cubic,-1.259,1.215,1.0,12.862,0.0,-3.854,-0.13,,2.2,1.36,0.8400000000000001,8.0,3.0,5,4,0.6613735067814475
3777,RuSiO3,Ru,Si,False,2.0,4.0,0.68,0.4,cubic,-1.257,0.967,0.8,9.203,0.0,3.678,0.28,-2.0,2.2,1.9,0.30000000000000027,8.0,14.0,5,3,0.826377804519218
3778,RuSmO3,Ru,Sm,False,,,0.62,0.96,cubic,-0.797,1.623,0.999,16.749,0.0,-6.881,-0.33999999999999997,,2.2,1.17,1.0300000000000002,8.0,,5,6,0.5988111480318511
3779,RuSnO3,Ru,Sn,False,2.0,4.0,0.68,0.69,cubic,-0.564,0.988,0.8,12.952,0.0,1.963,-0.009999999999999898,-2.0,2.2,1.96,0.2400000000000002,8.0,14.0,5,5,0.703480592565078
3780,RuSrO3,Ru,Sr,False,,,0.62,1.18,rhombohedral,-1.794,0.23,0.4,16.948,0.598,-11.44,-0.5599999999999999,,2.2,0.95,1.2500000000000002,8.0,2.0,5,5,0.544819978947012
3781,RuTaO3,Ru,Ta,False,2.0,4.0,0.68,0.68,cubic,-1.532,0.85,0.602,12.505,0.0,4.265,0.0,-2.0,2.2,1.5,0.7000000000000002,8.0,5.0,5,6,0.7071067811865475
3782,RuTbO3,Ru,Tb,False,2.0,4.0,0.68,0.76,cubic,-0.809,1.553,1.001,15.85,0.0,-6.28,-0.07999999999999996,-2.0,2.2,1.2,1.0000000000000002,8.0,,5,6,0.6791025522286643
3783,RuTcO3,Ru,Tc,False,,,0.62,0.6,cubic,-0.545,0.855,0.607,11.648,0.0,2.609,0.020000000000000018,,2.2,1.9,0.30000000000000027,8.0,7.0,5,5,0.7147100799089835
3784,RuTeO3,Ru,Te,False,2.0,4.0,0.68,0.97,cubic,-0.102,1.084,0.691,13.96,0.0,0.697,-0.2899999999999999,-2.0,2.2,2.1,0.10000000000000009,8.0,16.0,5,5,0.6151511908080278
3785,RuThO3,Ru,Th,False,2.0,4.0,0.68,0.94,cubic,-1.453,1.469,0.8,18.571,0.0,-2.55,-0.2599999999999999,-2.0,2.2,1.3,0.9000000000000001,8.0,,5,7,0.6235396161372282
3786,RuTiO3,Ru,Ti,False,2.0,4.0,0.68,0.61,cubic,-1.519,0.807,0.798,11.424,0.0,0.353,0.07000000000000006,-2.0,2.2,1.54,0.6600000000000001,8.0,4.0,5,4,0.7335760189849744
3787,RuTlO3,Ru,Tl,False,,,0.62,1.2,orthorhombic,-0.893,0.215,0.0,16.289,0.0,-7.584,-0.58,,2.2,2.04,0.16000000000000014,8.0,13.0,5,6,0.5403905482238655
3788,RuTmO3,Ru,Tm,False,,,0.62,0.96,cubic,-1.1,1.436,0.998,14.917,0.0,-5.434,-0.33999999999999997,,2.2,1.25,0.9500000000000002,8.0,,5,6,0.5988111480318511
3789,RuUO3,Ru,U,False,2.0,4.0,0.68,0.89,cubic,-1.637,1.035,0.816,15.924,0.0,1.326,-0.20999999999999996,-2.0,2.2,1.38,0.8200000000000003,8.0,,5,7,0.6380405374427451
3790,RuVO3,Ru,V,False,2.0,4.0,0.68,0.58,cubic,-1.048,0.837,0.876,10.785,0.0,-0.697,0.10000000000000009,-2.0,2.2,1.63,0.5700000000000003,8.0,5.0,5,4,0.7455364975553815
3791,RuWO3,Ru,W,False,2.0,4.0,0.68,0.66,cubic,-0.985,0.972,0.597,11.986,0.0,3.739,0.020000000000000018,-2.0,2.2,2.36,-0.1599999999999997,8.0,6.0,5,6,0.7144724768239074
3792,RuYO3,Ru,Y,False,,,0.62,0.9,cubic,-0.951,1.523,0.998,15.748,0.0,-6.076,-0.28,,2.2,1.22,0.9800000000000002,8.0,3.0,5,5,0.6154447910327357
3793,RuYbO3,Ru,Yb,False,,,0.62,0.95,orthorhombic,-1.893,0.353,0.042,12.353,0.0,-9.221,-0.32999999999999996,,2.2,1.1,1.1,8.0,,5,6,0.6015207007378774
3794,RuZnO3,Ru,Zn,False,,,0.62,0.74,cubic,-0.039,1.381,1.041,11.06,0.0,-5.64,-0.12,,2.2,1.65,0.5500000000000003,8.0,12.0,5,4,0.6646803743153545
3795,RuZrO3,Ru,Zr,False,2.0,4.0,0.68,0.72,cubic,-1.544,1.015,0.801,13.92,0.0,-0.259,-0.039999999999999925,-2.0,2.2,1.33,0.8700000000000001,8.0,4.0,5,5,0.6928217957080314
3796,SbAcO3,Sb,Ac,False,,,0.68,1.12,cubic,-1.305,1.275,0.017,19.939,0.0,,-0.44000000000000006,,2.05,1.1,0.9499999999999997,15.0,3.0,5,7,0.5763811577739084
3797,SbAgO3,Sb,Ag,False,3.0,3.0,0.76,0.75,orthorhombic,-0.935,0.331,,13.442,0.206,-0.728,0.010000000000000009,0.0,2.05,1.93,0.11999999999999988,15.0,11.0,5,5,0.7106247253715553
3798,SbAlO3,Sb,Al,False,3.0,3.0,0.76,0.54,tetragonal,-2.282,0.141,,11.23,1.287,4.409,0.21999999999999997,0.0,2.05,1.61,0.4399999999999997,15.0,13.0,5,3,0.7935309433315699
3799,SbAsO3,Sb,As,False,3.0,3.0,0.76,0.58,cubic,-0.813,0.71,,12.566,0.0,1.577,0.18000000000000005,0.0,2.05,2.18,-0.13000000000000034,15.0,15.0,5,4,0.7762802706504489
3800,SbAuO3,Sb,Au,False,,,0.68,0.93,cubic,-0.15,0.982,,13.788,0.0,-0.542,-0.25,,2.05,2.54,-0.4900000000000002,15.0,11.0,5,6,0.6263868289963024
3801,SbBO3,Sb,B,False,3.0,3.0,0.76,0.27,cubic,-1.1,1.001,,8.51,1.554,3.328,0.49,0.0,2.05,2.04,0.009999999999999787,15.0,13.0,5,2,0.9335658156842
3802,SbBaO3,Sb,Ba,False,,,0.68,1.35,orthorhombic,-2.061,0.256,,18.596,0.0,-10.432,-0.67,,2.05,0.89,1.1599999999999997,15.0,2.0,5,6,0.5255889484681616
3803,SbBeO3,Sb,Be,False,,,0.68,0.45,cubic,-1.364,0.814,,8.818,0.0,-1.17,0.23000000000000004,,2.05,1.57,0.47999999999999976,15.0,2.0,5,2,0.8022147108198258
3804,SbBiO3,Sb,Bi,False,,,0.68,0.9,cubic,-0.646,0.89,,16.093,0.0,0.33,-0.21999999999999997,,2.05,2.02,0.029999999999999805,15.0,15.0,5,6,0.6350866460656954
3805,SbCaO3,Sb,Ca,False,,,0.68,1.0,cubic,-0.947,1.446,,14.239,0.0,-6.981,-0.31999999999999995,,2.05,1.0,1.0499999999999998,15.0,2.0,5,4,0.6069854670362399
3806,SbCdO3,Sb,Cd,False,,,0.68,0.95,cubic,-0.404,1.131,,13.989,0.0,-4.438,-0.2699999999999999,,2.05,1.69,0.3599999999999999,15.0,12.0,5,5,0.620718169910363
3807,SbCeO3,Sb,Ce,False,,,0.68,0.94,cubic,-1.326,1.224,-0.092,18.867,0.0,-5.817,-0.2599999999999999,,2.05,1.12,0.9299999999999997,15.0,,5,6,0.6235396161372282
3808,SbCoO3,Sb,Co,False,3.0,3.0,0.76,0.61,cubic,-0.969,0.549,0.0,10.413,0.194,2.075,0.15000000000000002,0.0,2.05,1.88,0.16999999999999993,15.0,9.0,5,4,0.7638265764688908
3809,SbCrO3,Sb,Cr,False,3.0,3.0,0.76,0.62,orthorhombic,-1.891,0.139,0.6,11.448,0.811,2.906,0.14,0.0,2.05,1.66,0.3899999999999999,15.0,6.0,5,4,0.7597636691472479
3810,SbCsO3,Sb,Cs,False,,,0.68,1.67,cubic,0.496,2.303,,18.242,0.0,-10.61,-0.9899999999999999,,2.05,0.79,1.2599999999999998,15.0,1.0,5,6,0.46818674249211684
3811,SbCuO3,Sb,Cu,False,3.0,3.0,0.76,0.54,cubic,-0.731,0.604,,10.74,0.0,0.258,0.21999999999999997,0.0,2.05,1.9,0.1499999999999999,15.0,11.0,5,4,0.7935309433315699
3812,SbDyO3,Sb,Dy,False,,,0.68,0.99,cubic,-1.783,0.932,0.0,15.907,0.0,-2.994,-0.30999999999999994,,2.05,1.22,0.8299999999999998,15.0,,5,6,0.6096831802230676
3813,SbErO3,Sb,Er,False,,,0.68,0.89,cubic,-1.864,0.874,0.0,15.416,0.0,-2.358,-0.20999999999999996,,2.05,1.24,0.8099999999999998,15.0,,5,6,0.6380405374427451
3814,SbEuO3,Sb,Eu,False,,,0.68,1.06,orthorhombic,-2.293,0.141,0.0,15.219,0.0,-7.438,-0.38,,2.05,1.2,0.8499999999999999,15.0,,5,6,0.5912875670266818
3815,SbFeO3,Sb,Fe,False,3.0,3.0,0.76,0.65,tetragonal,-1.503,0.151,0.999,12.504,0.906,1.172,0.10999999999999999,0.0,2.05,1.83,0.21999999999999975,15.0,8.0,5,4,0.7478302083753015
3816,SbGaO3,Sb,Ga,False,3.0,3.0,0.76,0.62,tetragonal,-1.712,0.129,,12.241,1.364,2.757,0.14,0.0,2.05,1.81,0.23999999999999977,15.0,13.0,5,4,0.7597636691472479
3817,SbGdO3,Sb,Gd,False,,,0.68,0.94,cubic,-1.691,1.06,-0.001,16.49,0.0,-3.655,-0.2599999999999999,,2.05,1.2,0.8499999999999999,15.0,,5,6,0.6235396161372282
3818,SbGeO3,Sb,Ge,False,,,0.68,0.63,cubic,-1.148,0.53,,11.595,0.0,3.445,0.050000000000000044,,2.05,2.01,0.040000000000000036,15.0,14.0,5,4,0.7258133097893661
3819,SbHfO3,Sb,Hf,False,,,0.68,0.71,orthorhombic,-2.438,0.392,0.001,13.398,0.0,3.791,-0.029999999999999916,,2.05,1.3,0.7499999999999998,15.0,4.0,5,6,0.6963386576151788
3820,SbHgO3,Sb,Hg,False,,,0.68,1.11,orthorhombic,-0.945,0.327,,14.618,0.0,-4.669,-0.43000000000000005,,2.05,2.0,0.04999999999999982,15.0,12.0,5,6,0.5788131457813933
3821,SbHoO3,Sb,Ho,False,,,0.68,0.9,cubic,-1.825,0.902,0.0,15.65,0.0,-2.668,-0.21999999999999997,,2.05,1.23,0.8199999999999998,15.0,,5,6,0.6350866460656954
3822,SbInO3,Sb,In,False,,,0.68,0.8,cubic,-0.954,0.758,,13.882,0.0,-1.019,-0.12,,2.05,1.78,0.2699999999999998,15.0,13.0,5,5,0.665916094903836
3823,SbIrO3,Sb,Ir,False,3.0,3.0,0.76,0.68,cubic,-0.531,0.779,0.0,12.498,0.0,-0.04,0.07999999999999996,0.0,2.05,2.2,-0.15000000000000036,15.0,9.0,5,6,0.7362658237097041
3824,SbKO3,Sb,K,False,,,0.68,1.38,orthorhombic,-1.599,0.294,,17.022,1.688,-10.429,-0.6999999999999998,,2.05,0.82,1.23,15.0,1.0,5,4,0.5196163467810236
